ID_Cliente,Fecha_Actividad,Minutos_Uso,Tickets_Soporte
515,2024-11-26,24,0
515,2024-12-26,43,0
515,2025-01-25,68,0
515,2025-02-24,75,0
515,2025-03-26,73,0
515,2025-04-25,86,0
515,2025-05-25,41,1
515,2025-06-24,99,2
515,2025-07-24,74,0
515,2025-08-23,73,0
515,2025-09-22,89,1
515,2025-10-22,26,1
515,2025-11-21,7,0
515,2025-12-21,9,0
516,2024-12-26,4,0
517,2024-03-01,81,0
517,2024-03-31,28,0
517,2024-04-30,41,2
517,2024-05-30,59,2
517,2024-06-29,8,0
517,2024-07-29,14,0
518,2024-05-30,16,0
519,2025-05-25,6,2
520,2025-05-25,16,0
521,2025-04-25,13,0
522,2024-04-30,10,0
523,2024-06-29,7,0
524,2024-05-30,2,0
525,2024-01-31,17,0
526,2024-01-31,2,0
527,2024-07-29,11,0
528,2024-09-27,8,0
529,2024-06-29,16,0
530,2024-06-29,6,0
531,2024-09-27,36,0
531,2024-10-27,27,0
531,2024-11-26,67,0
531,2024-12-26,61,0
531,2025-01-25,73,0
531,2025-02-24,44,0
531,2025-03-26,34,0
531,2025-04-25,40,0
531,2025-05-25,9,0
531,2025-06-24,18,0
532,2024-04-30,4,0
533,2024-03-01,49,2
533,2024-03-31,58,0
533,2024-04-30,43,0
533,2024-05-30,75,0
533,2024-06-29,82,0
533,2024-07-29,42,0
533,2024-08-28,11,1
533,2024-09-27,3,0
534,2024-01-01,0,2
535,2025-05-25,98,0
535,2025-06-24,27,0
535,2025-07-24,19,0
535,2025-08-23,6,0
536,2025-01-25,88,0
536,2025-02-24,74,0
536,2025-03-26,96,0
536,2025-04-25,88,0
536,2025-05-25,40,1
536,2025-06-24,87,0
536,2025-07-24,91,0
536,2025-08-23,19,1
536,2025-09-22,4,0
537,2024-11-26,5,0
538,2024-01-01,13,0
539,2024-10-27,0,0
540,2024-06-29,52,0
540,2024-07-29,21,0
540,2024-08-28,83,2
540,2024-09-27,70,0
540,2024-10-27,79,0
540,2024-11-26,82,0
540,2024-12-26,41,0
540,2025-01-25,57,0
540,2025-02-24,11,0
540,2025-03-26,2,0
541,2024-11-26,4,1
542,2024-11-26,41,0
542,2024-12-26,9,0
542,2025-01-25,4,0
543,2024-01-01,14,0
544,2024-05-30,82,0
544,2024-06-29,47,1
544,2024-07-29,13,0
544,2024-08-28,4,0
545,2025-05-25,11,1
546,2024-09-27,7,0
547,2025-03-26,6,0
548,2024-11-26,0,0
549,2024-06-29,2,0
550,2025-05-25,14,1
550,2025-06-24,14,0
551,2024-03-01,2,0
552,2025-04-25,6,0
553,2024-12-26,80,1
553,2025-01-25,62,0
553,2025-02-24,17,0
553,2025-03-26,14,0
553,2025-04-25,7,0
554,2024-01-01,97,0
554,2024-01-31,74,2
554,2024-03-01,35,0
554,2024-03-31,46,0
554,2024-04-30,39,0
554,2024-05-30,18,0
554,2024-06-29,13,1
555,2024-07-29,5,0
556,2024-04-30,4,0
557,2024-10-27,16,1
557,2024-11-26,33,1
557,2024-12-26,31,0
557,2025-01-25,33,0
557,2025-02-24,55,0
557,2025-03-26,97,0
557,2025-04-25,42,0
557,2025-05-25,40,1
557,2025-06-24,19,0
557,2025-07-24,11,1
557,2025-08-23,5,0
557,2025-09-22,15,1
558,2025-04-25,4,1
559,2024-11-26,12,0
559,2024-12-26,0,1
560,2024-05-30,48,0
560,2024-06-29,19,0
560,2024-07-29,6,1
561,2025-02-24,11,0
562,2025-02-24,88,0
562,2025-03-26,81,0
562,2025-04-25,95,0
562,2025-05-25,24,0
562,2025-06-24,52,2
562,2025-07-24,7,1
562,2025-08-23,17,0
563,2024-08-28,2,0
564,2025-03-26,14,1
565,2024-05-30,3,0
566,2024-03-01,40,0
566,2024-03-31,83,0
566,2024-04-30,73,0
566,2024-05-30,28,0
566,2024-06-29,48,0
566,2024-07-29,12,0
566,2024-08-28,4,0
567,2025-01-25,61,2
567,2025-02-24,27,0
567,2025-03-26,52,0
567,2025-04-25,27,0
567,2025-05-25,18,0
567,2025-06-24,6,0
568,2024-07-29,30,0
568,2024-08-28,25,0
568,2024-09-27,90,0
568,2024-10-27,82,0
568,2024-11-26,33,1
568,2024-12-26,18,0
568,2025-01-25,64,0
568,2025-02-24,94,0
568,2025-03-26,68,0
568,2025-04-25,88,0
568,2025-05-25,71,0
568,2025-06-24,63,0
568,2025-07-24,52,0
568,2025-08-23,64,1
568,2025-09-22,10,0
568,2025-10-22,17,0
569,2024-06-29,16,0
570,2025-03-26,9,0
571,2024-05-30,3,0
572,2024-10-27,12,0
573,2024-01-01,39,0
573,2024-01-31,90,0
573,2024-03-01,18,0
573,2024-03-31,75,0
573,2024-04-30,82,0
573,2024-05-30,13,0
573,2024-06-29,65,0
573,2024-07-29,60,1
573,2024-08-28,54,0
573,2024-09-27,72,0
573,2024-10-27,0,0
573,2024-11-26,10,0
574,2025-03-26,73,0
574,2025-04-25,16,0
574,2025-05-25,17,0
574,2025-06-24,15,0
575,2024-07-29,57,0
575,2024-08-28,5,1
575,2024-09-27,5,1
576,2025-01-25,9,0
577,2024-04-30,19,0
578,2024-11-26,9,1
579,2024-04-30,7,0
580,2024-01-01,3,0
581,2025-04-25,90,0
581,2025-05-25,45,0
581,2025-06-24,5,0
581,2025-07-24,0,0
582,2025-03-26,5,0
583,2024-07-29,39,0
583,2024-08-28,74,0
583,2024-09-27,33,0
583,2024-10-27,11,0
583,2024-11-26,41,0
583,2024-12-26,64,0
583,2025-01-25,17,0
583,2025-02-24,56,0
583,2025-03-26,11,2
583,2025-04-25,67,0
583,2025-05-25,66,0
583,2025-06-24,92,0
583,2025-07-24,13,0
583,2025-08-23,51,0
583,2025-09-22,12,0
583,2025-10-22,14,0
584,2025-03-26,14,0
585,2025-03-26,14,0
586,2025-01-25,3,0
587,2024-12-26,0,0
588,2024-07-29,10,0
589,2024-05-30,17,0
590,2024-01-31,1,0
591,2024-07-29,50,0
591,2024-08-28,38,0
591,2024-09-27,8,0
591,2024-10-27,17,0
592,2024-10-27,9,0
592,2024-11-26,15,0
593,2025-05-25,16,0
594,2024-01-01,81,2
594,2024-01-31,96,0
594,2024-03-01,33,0
594,2024-03-31,35,1
594,2024-04-30,21,1
594,2024-05-30,94,0
594,2024-06-29,75,0
594,2024-07-29,66,0
594,2024-08-28,6,0
594,2024-09-27,13,0
595,2025-02-24,37,0
595,2025-03-26,58,0
595,2025-04-25,57,1
595,2025-05-25,55,0
595,2025-06-24,91,0
595,2025-07-24,30,0
595,2025-08-23,93,0
595,2025-09-22,71,0
595,2025-10-22,81,0
595,2025-11-21,8,0
595,2025-12-21,14,0
596,2024-08-28,17,1
597,2025-02-24,10,0
597,2025-03-26,45,0
597,2025-04-25,97,0
597,2025-05-25,36,0
597,2025-06-24,45,0
597,2025-07-24,51,1
597,2025-08-23,77,1
597,2025-09-22,94,0
597,2025-10-22,92,0
597,2025-11-21,42,0
597,2025-12-21,83,0
597,2026-01-20,25,2
597,2026-02-19,29,0
597,2026-03-21,4,0
597,2026-04-20,16,0
598,2024-09-27,9,0
598,2024-10-27,16,0
599,2024-10-27,17,0
599,2024-11-26,77,0
599,2024-12-26,10,0
599,2025-01-25,12,0
599,2025-02-24,19,1
600,2024-03-01,2,0
601,2025-03-26,83,0
601,2025-04-25,82,0
601,2025-05-25,28,0
601,2025-06-24,13,0
601,2025-07-24,25,0
601,2025-08-23,57,0
601,2025-09-22,79,0
601,2025-10-22,51,0
601,2025-11-21,65,0
601,2025-12-21,52,0
601,2026-01-20,17,0
601,2026-02-19,12,1
602,2024-09-27,0,0
603,2024-05-30,90,0
603,2024-06-29,46,0
603,2024-07-29,81,1
603,2024-08-28,85,0
603,2024-09-27,79,0
603,2024-10-27,93,0
603,2024-11-26,77,0
603,2024-12-26,31,0
603,2025-01-25,39,0
603,2025-02-24,59,0
603,2025-03-26,99,2
603,2025-04-25,59,0
603,2025-05-25,11,0
603,2025-06-24,45,0
603,2025-07-24,7,0
603,2025-08-23,11,0
604,2024-10-27,9,1
605,2025-05-25,19,0
606,2024-01-01,0,2
607,2025-03-26,43,1
607,2025-04-25,77,0
607,2025-05-25,15,0
607,2025-06-24,15,0
608,2025-05-25,12,0
609,2025-05-25,16,0
610,2024-04-30,87,1
610,2024-05-30,57,0
610,2024-06-29,29,0
610,2024-07-29,85,0
610,2024-08-28,93,0
610,2024-09-27,41,0
610,2024-10-27,87,0
610,2024-11-26,86,2
610,2024-12-26,8,0
610,2025-01-25,5,0
611,2024-04-30,0,0
612,2024-03-31,3,0
613,2024-05-30,3,0
614,2024-03-31,16,0
615,2024-07-29,14,0
616,2024-09-27,11,0
617,2024-04-30,17,0
618,2024-11-26,18,1
619,2024-09-27,7,0
620,2024-12-26,7,0
621,2024-08-28,16,0
622,2025-05-25,60,0
622,2025-06-24,21,1
622,2025-07-24,21,0
622,2025-08-23,43,0
622,2025-09-22,96,1
622,2025-10-22,85,0
622,2025-11-21,85,0
622,2025-12-21,8,0
622,2026-01-20,10,0
623,2024-11-26,82,0
623,2024-12-26,16,0
623,2025-01-25,57,1
623,2025-02-24,20,2
623,2025-03-26,80,0
623,2025-04-25,49,1
623,2025-05-25,50,0
623,2025-06-24,12,0
623,2025-07-24,94,2
623,2025-08-23,19,0
623,2025-09-22,1,0
624,2024-03-01,18,0
625,2024-11-26,4,0
626,2025-02-24,56,0
626,2025-03-26,81,1
626,2025-04-25,96,0
626,2025-05-25,56,0
626,2025-06-24,51,0
626,2025-07-24,82,0
626,2025-08-23,78,0
626,2025-09-22,0,0
626,2025-10-22,6,0
627,2025-02-24,19,0
628,2024-05-30,53,0
628,2024-06-29,40,0
628,2024-07-29,20,0
628,2024-08-28,26,0
628,2024-09-27,54,2
628,2024-10-27,53,1
628,2024-11-26,2,1
628,2024-12-26,17,1
629,2024-06-29,42,0
629,2024-07-29,96,0
629,2024-08-28,81,0
629,2024-09-27,78,1
629,2024-10-27,70,0
629,2024-11-26,31,1
629,2024-12-26,32,2
629,2025-01-25,70,0
629,2025-02-24,74,1
629,2025-03-26,41,1
629,2025-04-25,37,0
629,2025-05-25,42,1
629,2025-06-24,12,0
629,2025-07-24,3,1
630,2024-04-30,13,1
631,2024-01-31,2,1
632,2024-03-31,1,2
633,2025-01-25,8,0
634,2024-08-28,14,0
634,2024-09-27,16,1
634,2024-10-27,41,2
634,2024-11-26,86,0
634,2024-12-26,60,1
634,2025-01-25,67,0
634,2025-02-24,1,1
634,2025-03-26,6,2
635,2025-01-25,8,0
636,2025-02-24,5,0
637,2024-11-26,2,1
638,2024-01-31,4,2
639,2024-01-31,7,0
640,2024-05-30,90,0
640,2024-06-29,17,0
640,2024-07-29,62,0
640,2024-08-28,43,0
640,2024-09-27,33,0
640,2024-10-27,86,1
640,2024-11-26,99,0
640,2024-12-26,10,1
640,2025-01-25,95,0
640,2025-02-24,33,0
640,2025-03-26,44,2
640,2025-04-25,22,0
640,2025-05-25,11,0
640,2025-06-24,13,0
640,2025-07-24,7,0
641,2024-08-28,0,0
642,2024-08-28,18,0
643,2024-03-31,7,0
644,2025-02-24,53,0
644,2025-03-26,52,0
644,2025-04-25,14,0
644,2025-05-25,14,0
645,2024-11-26,19,1
646,2024-03-31,65,0
646,2024-04-30,63,0
646,2024-05-30,89,0
646,2024-06-29,23,1
646,2024-07-29,55,0
646,2024-08-28,26,2
646,2024-09-27,23,0
646,2024-10-27,95,0
646,2024-11-26,16,1
646,2024-12-26,62,0
646,2025-01-25,61,0
646,2025-02-24,53,0
646,2025-03-26,12,0
646,2025-04-25,15,0
647,2024-10-27,97,0
647,2024-11-26,55,0
647,2024-12-26,32,0
647,2025-01-25,32,0
647,2025-02-24,27,0
647,2025-03-26,18,0
647,2025-04-25,15,2
647,2025-05-25,21,0
647,2025-06-24,42,0
647,2025-07-24,1,1
647,2025-08-23,15,0
648,2025-02-24,4,0
649,2025-02-24,93,0
649,2025-03-26,76,0
649,2025-04-25,12,0
649,2025-05-25,36,0
649,2025-06-24,4,0
649,2025-07-24,13,0
650,2024-03-31,5,0
651,2024-07-29,16,0
652,2024-11-26,10,1
652,2024-12-26,32,0
652,2025-01-25,41,0
652,2025-02-24,29,0
652,2025-03-26,87,1
652,2025-04-25,28,0
652,2025-05-25,37,0
652,2025-06-24,45,0
652,2025-07-24,38,0
652,2025-08-23,7,0
652,2025-09-22,15,0
653,2024-04-30,3,0
654,2024-01-01,6,0
655,2025-02-24,6,0
656,2024-07-29,64,0
656,2024-08-28,34,0
656,2024-09-27,84,0
656,2024-10-27,77,1
656,2024-11-26,22,1
656,2024-12-26,85,0
656,2025-01-25,48,0
656,2025-02-24,29,0
656,2025-03-26,96,0
656,2025-04-25,28,0
656,2025-05-25,60,0
656,2025-06-24,87,0
656,2025-07-24,68,0
656,2025-08-23,7,0
656,2025-09-22,4,0
657,2024-12-26,3,0
658,2025-02-24,11,0
658,2025-03-26,13,0
659,2025-04-25,5,0
660,2024-11-26,13,0
661,2024-09-27,2,0
662,2024-12-26,63,0
662,2025-01-25,49,0
662,2025-02-24,87,0
662,2025-03-26,37,2
662,2025-04-25,45,1
662,2025-05-25,19,1
662,2025-06-24,5,0
663,2024-03-01,8,0
664,2024-04-30,47,2
664,2024-05-30,12,0
664,2024-06-29,45,0
664,2024-07-29,46,0
664,2024-08-28,19,0
664,2024-09-27,19,1
665,2024-10-27,0,1
666,2024-12-26,11,0
667,2025-04-25,12,0
668,2025-03-26,15,1
669,2025-02-24,7,0
670,2024-05-30,17,0
671,2024-09-27,55,0
671,2024-10-27,29,0
671,2024-11-26,59,0
671,2024-12-26,53,0
671,2025-01-25,14,0
671,2025-02-24,38,0
671,2025-03-26,11,0
671,2025-04-25,3,2
672,2025-03-26,7,0
673,2025-02-24,18,0
674,2024-10-27,4,0
675,2025-03-26,1,1
676,2024-01-31,5,0
677,2024-04-30,3,1
678,2024-11-26,4,0
678,2024-12-26,2,0
679,2024-05-30,39,0
679,2024-06-29,33,0
679,2024-07-29,46,0
679,2024-08-28,58,0
679,2024-09-27,59,0
679,2024-10-27,23,0
679,2024-11-26,19,0
679,2024-12-26,44,0
679,2025-01-25,60,2
679,2025-02-24,7,0
679,2025-03-26,2,0
680,2024-01-01,19,0
681,2024-11-26,8,0
682,2024-01-01,14,0
683,2025-01-25,38,1
683,2025-02-24,7,0
683,2025-03-26,19,0
684,2025-04-25,2,0
685,2024-08-28,8,0
686,2024-07-29,12,0
687,2024-03-01,11,0
688,2025-03-26,98,1
688,2025-04-25,12,0
688,2025-05-25,35,0
688,2025-06-24,68,0
688,2025-07-24,65,1
688,2025-08-23,51,0
688,2025-09-22,38,0
688,2025-10-22,11,0
688,2025-11-21,3,0
689,2025-04-25,75,0
689,2025-05-25,37,0
689,2025-06-24,93,0
689,2025-07-24,36,0
689,2025-08-23,19,0
689,2025-09-22,71,0
689,2025-10-22,73,0
689,2025-11-21,10,0
689,2025-12-21,20,0
689,2026-01-20,91,0
689,2026-02-19,87,0
689,2026-03-21,19,0
689,2026-04-20,3,0
689,2026-05-20,9,0
690,2024-01-31,7,0
691,2024-06-29,59,0
691,2024-07-29,92,0
691,2024-08-28,0,0
691,2024-09-27,19,0
692,2024-11-26,91,1
692,2024-12-26,10,1
692,2025-01-25,15,1
692,2025-02-24,4,0
693,2024-06-29,97,0
693,2024-07-29,42,0
693,2024-08-28,19,0
693,2024-09-27,80,0
693,2024-10-27,50,0
693,2024-11-26,26,0
693,2024-12-26,70,0
693,2025-01-25,33,2
693,2025-02-24,10,0
693,2025-03-26,4,1
694,2024-03-31,17,0
695,2024-07-29,0,0
696,2025-02-24,18,0
697,2024-05-30,9,1
698,2024-05-30,49,0
698,2024-06-29,82,0
698,2024-07-29,16,2
698,2024-08-28,19,0
699,2025-02-24,14,0
700,2024-08-28,38,0
700,2024-09-27,75,0
700,2024-10-27,10,0
700,2024-11-26,74,0
700,2024-12-26,29,0
700,2025-01-25,17,1
700,2025-02-24,42,0
700,2025-03-26,12,1
700,2025-04-25,47,0
700,2025-05-25,35,0
700,2025-06-24,59,0
700,2025-07-24,11,0
700,2025-08-23,6,0
701,2024-09-27,11,0
701,2024-10-27,52,0
701,2024-11-26,93,1
701,2024-12-26,61,0
701,2025-01-25,46,2
701,2025-02-24,36,0
701,2025-03-26,11,0
701,2025-04-25,74,1
701,2025-05-25,77,0
701,2025-06-24,39,0
701,2025-07-24,42,0
701,2025-08-23,12,0
701,2025-09-22,0,0
702,2024-12-26,47,0
702,2025-01-25,77,0
702,2025-02-24,80,2
702,2025-03-26,9,1
702,2025-04-25,7,0
703,2025-02-24,41,0
703,2025-03-26,23,0
703,2025-04-25,19,1
703,2025-05-25,18,0
704,2025-02-24,27,0
704,2025-03-26,46,0
704,2025-04-25,97,0
704,2025-05-25,71,0
704,2025-06-24,12,0
704,2025-07-24,64,0
704,2025-08-23,58,0
704,2025-09-22,25,0
704,2025-10-22,34,0
704,2025-11-21,76,0
704,2025-12-21,77,0
704,2026-01-20,91,0
704,2026-02-19,17,0
704,2026-03-21,0,0
705,2024-04-30,14,0
705,2024-05-30,10,0
706,2024-12-26,98,0
706,2025-01-25,57,0
706,2025-02-24,24,1
706,2025-03-26,13,0
706,2025-04-25,81,0
706,2025-05-25,52,0
706,2025-06-24,11,0
706,2025-07-24,37,0
706,2025-08-23,49,0
706,2025-09-22,18,0
706,2025-10-22,13,0
707,2025-02-24,83,0
707,2025-03-26,6,0
707,2025-04-25,8,0
708,2024-10-27,36,0
708,2024-11-26,82,1
708,2024-12-26,57,0
708,2025-01-25,46,0
708,2025-02-24,68,0
708,2025-03-26,69,0
708,2025-04-25,32,0
708,2025-05-25,26,0
708,2025-06-24,96,0
708,2025-07-24,93,0
708,2025-08-23,46,0
708,2025-09-22,10,0
708,2025-10-22,42,0
708,2025-11-21,1,0
708,2025-12-21,8,2
709,2024-03-31,16,0
710,2024-11-26,9,0
710,2024-12-26,1,0
711,2024-03-01,19,0
711,2024-03-31,52,0
711,2024-04-30,27,2
711,2024-05-30,38,0
711,2024-06-29,69,0
711,2024-07-29,47,0
711,2024-08-28,59,0
711,2024-09-27,19,0
711,2024-10-27,14,0
712,2024-07-29,12,1
713,2024-10-27,12,0
714,2025-03-26,17,0
715,2025-04-25,17,0
716,2025-01-25,2,0
717,2025-01-25,2,0
718,2025-03-26,2,0
719,2024-06-29,0,1
720,2024-05-30,1,2
721,2024-03-31,87,0
721,2024-04-30,45,0
721,2024-05-30,52,1
721,2024-06-29,43,1
721,2024-07-29,15,2
721,2024-08-28,38,0
721,2024-09-27,20,0
721,2024-10-27,66,0
721,2024-11-26,77,0
721,2024-12-26,53,0
721,2025-01-25,7,0
721,2025-02-24,18,0
722,2024-06-29,5,0
723,2025-02-24,47,0
723,2025-03-26,91,0
723,2025-04-25,82,2
723,2025-05-25,97,0
723,2025-06-24,98,0
723,2025-07-24,31,0
723,2025-08-23,37,1
723,2025-09-22,13,0
723,2025-10-22,19,0
724,2024-08-28,13,1
725,2024-09-27,14,0
726,2024-01-31,16,0
727,2025-03-26,10,0
728,2024-04-30,19,1
729,2024-12-26,6,0
730,2025-01-25,63,1
730,2025-02-24,45,0
730,2025-03-26,8,2
730,2025-04-25,11,0
731,2024-09-27,4,0
732,2024-08-28,51,0
732,2024-09-27,12,0
732,2024-10-27,26,1
732,2024-11-26,17,0
732,2024-12-26,17,0
733,2024-04-30,87,0
733,2024-05-30,27,0
733,2024-06-29,70,0
733,2024-07-29,55,0
733,2024-08-28,58,1
733,2024-09-27,82,1
733,2024-10-27,16,0
733,2024-11-26,95,0
733,2024-12-26,23,1
733,2025-01-25,9,0
733,2025-02-24,0,0
734,2024-03-31,10,0
735,2024-01-01,11,0
736,2025-05-25,11,0
737,2025-04-25,8,0
738,2024-04-30,84,0
738,2024-05-30,66,0
738,2024-06-29,3,0
738,2024-07-29,19,1
739,2024-05-30,88,0
739,2024-06-29,74,0
739,2024-07-29,95,1
739,2024-08-28,32,0
739,2024-09-27,98,0
739,2024-10-27,30,0
739,2024-11-26,96,0
739,2024-12-26,74,0
739,2025-01-25,95,0
739,2025-02-24,15,0
739,2025-03-26,58,0
739,2025-04-25,54,0
739,2025-05-25,98,0
739,2025-06-24,38,0
739,2025-07-24,19,0
739,2025-08-23,12,0
740,2024-12-26,4,0
741,2024-07-29,85,0
741,2024-08-28,42,1
741,2024-09-27,67,1
741,2024-10-27,68,1
741,2024-11-26,54,0
741,2024-12-26,15,1
741,2025-01-25,97,0
741,2025-02-24,84,0
741,2025-03-26,31,0
741,2025-04-25,79,0
741,2025-05-25,61,0
741,2025-06-24,81,0
741,2025-07-24,17,0
741,2025-08-23,76,1
741,2025-09-22,6,0
741,2025-10-22,10,0
742,2024-03-31,3,0
743,2025-05-25,19,0
744,2024-07-29,19,1
745,2024-04-30,17,0
746,2024-01-01,10,0
746,2024-01-31,1,0
747,2024-09-27,19,0
748,2024-01-31,9,0
749,2024-11-26,36,0
749,2024-12-26,12,1
749,2025-01-25,15,1
749,2025-02-24,96,0
749,2025-03-26,29,0
749,2025-04-25,49,2
749,2025-05-25,23,0
749,2025-06-24,7,0
749,2025-07-24,11,0
750,2024-03-31,11,0
751,2024-05-30,94,0
751,2024-06-29,13,1
751,2024-07-29,7,0
751,2024-08-28,13,0
752,2024-07-29,18,2
753,2024-08-28,14,2
754,2025-03-26,60,0
754,2025-04-25,46,0
754,2025-05-25,12,0
754,2025-06-24,77,1
754,2025-07-24,31,0
754,2025-08-23,84,2
754,2025-09-22,92,1
754,2025-10-22,35,0
754,2025-11-21,65,0
754,2025-12-21,14,0
754,2026-01-20,99,0
754,2026-02-19,11,0
754,2026-03-21,5,0
755,2024-07-29,14,0
755,2024-08-28,41,2
755,2024-09-27,10,0
755,2024-10-27,74,0
755,2024-11-26,46,1
755,2024-12-26,51,0
755,2025-01-25,45,0
755,2025-02-24,42,1
755,2025-03-26,9,0
755,2025-04-25,2,0
756,2025-01-25,10,1
757,2024-09-27,5,1
758,2024-04-30,48,0
758,2024-05-30,36,0
758,2024-06-29,29,0
758,2024-07-29,10,2
758,2024-08-28,29,0
758,2024-09-27,51,0
758,2024-10-27,62,0
758,2024-11-26,20,0
758,2024-12-26,99,0
758,2025-01-25,94,0
758,2025-02-24,2,1
758,2025-03-26,7,0
759,2024-10-27,12,1
760,2024-12-26,1,0
761,2025-04-25,18,0
762,2025-04-25,4,1
763,2025-03-26,10,0
764,2025-05-25,65,1
764,2025-06-24,88,0
764,2025-07-24,88,0
764,2025-08-23,49,0
764,2025-09-22,22,0
764,2025-10-22,89,0
764,2025-11-21,12,0
764,2025-12-21,14,0
764,2026-01-20,21,0
764,2026-02-19,27,0
764,2026-03-21,53,0
764,2026-04-20,12,1
764,2026-05-20,16,0
765,2024-07-29,8,1
766,2025-05-25,5,0
767,2024-01-01,34,0
767,2024-01-31,54,0
767,2024-03-01,46,1
767,2024-03-31,85,0
767,2024-04-30,13,0
767,2024-05-30,61,0
767,2024-06-29,65,0
767,2024-07-29,30,1
767,2024-08-28,11,0
767,2024-09-27,31,0
767,2024-10-27,65,1
767,2024-11-26,86,0
767,2024-12-26,24,1
767,2025-01-25,15,0
767,2025-02-24,18,0
768,2024-01-01,51,0
768,2024-01-31,66,0
768,2024-03-01,88,0
768,2024-03-31,77,0
768,2024-04-30,45,0
768,2024-05-30,41,0
768,2024-06-29,93,0
768,2024-07-29,91,0
768,2024-08-28,22,0
768,2024-09-27,86,0
768,2024-10-27,61,0
768,2024-11-26,21,0
768,2024-12-26,19,0
768,2025-01-25,2,2
769,2024-07-29,18,0
770,2024-07-29,73,0
770,2024-08-28,99,0
770,2024-09-27,25,0
770,2024-10-27,22,0
770,2024-11-26,69,0
770,2024-12-26,67,0
770,2025-01-25,15,0
770,2025-02-24,72,1
770,2025-03-26,70,0
770,2025-04-25,44,1
770,2025-05-25,4,1
770,2025-06-24,7,0
771,2024-09-27,9,0
772,2024-06-29,2,0
773,2024-01-01,10,0
774,2024-09-27,1,0
775,2025-01-25,2,0
776,2025-05-25,18,1
777,2024-01-01,11,0
777,2024-01-31,18,0
778,2024-06-29,19,1
778,2024-07-29,0,0
779,2024-01-31,6,1
780,2024-06-29,68,1
780,2024-07-29,66,0
780,2024-08-28,36,0
780,2024-09-27,28,0
780,2024-10-27,13,2
780,2024-11-26,15,0
780,2024-12-26,37,0
780,2025-01-25,28,0
780,2025-02-24,25,0
780,2025-03-26,46,1
780,2025-04-25,65,0
780,2025-05-25,78,0
780,2025-06-24,20,0
780,2025-07-24,8,0
780,2025-08-23,8,0
781,2025-01-25,7,0
782,2025-03-26,13,0
783,2024-05-30,76,1
783,2024-06-29,46,1
783,2024-07-29,77,1
783,2024-08-28,88,0
783,2024-09-27,92,1
783,2024-10-27,81,1
783,2024-11-26,32,0
783,2024-12-26,96,1
783,2025-01-25,47,0
783,2025-02-24,31,0
783,2025-03-26,24,0
783,2025-04-25,31,0
783,2025-05-25,61,0
783,2025-06-24,14,0
783,2025-07-24,1,0
784,2025-02-24,2,0
785,2025-01-25,8,0
786,2024-10-27,8,0
787,2025-02-24,14,2
788,2024-08-28,54,0
788,2024-09-27,78,0
788,2024-10-27,33,0
788,2024-11-26,17,1
788,2024-12-26,64,0
788,2025-01-25,22,0
788,2025-02-24,9,0
788,2025-03-26,7,0
789,2024-10-27,5,0
790,2025-05-25,12,0
791,2025-03-26,11,0
792,2024-06-29,7,0
793,2025-01-25,71,0
793,2025-02-24,50,0
793,2025-03-26,6,0
793,2025-04-25,10,0
794,2025-03-26,9,1
795,2025-01-25,71,0
795,2025-02-24,33,0
795,2025-03-26,93,0
795,2025-04-25,34,0
795,2025-05-25,10,0
795,2025-06-24,36,0
795,2025-07-24,93,2
795,2025-08-23,21,1
795,2025-09-22,54,0
795,2025-10-22,22,0
795,2025-11-21,74,0
795,2025-12-21,24,0
795,2026-01-20,39,0
795,2026-02-19,18,0
795,2026-03-21,18,0
796,2024-12-26,14,1
797,2025-03-26,2,0
798,2024-11-26,13,0
799,2024-12-26,10,0
800,2025-04-25,53,1
800,2025-05-25,24,0
800,2025-06-24,46,1
800,2025-07-24,2,1
800,2025-08-23,14,1
801,2025-03-26,6,0
802,2025-05-25,4,0
803,2024-05-30,15,0
804,2024-05-30,19,1
805,2024-11-26,15,0
806,2025-03-26,1,0
807,2025-04-25,52,0
807,2025-05-25,89,1
807,2025-06-24,70,0
807,2025-07-24,69,0
807,2025-08-23,68,0
807,2025-09-22,11,1
807,2025-10-22,59,0
807,2025-11-21,71,0
807,2025-12-21,12,0
807,2026-01-20,64,0
807,2026-02-19,2,1
807,2026-03-21,17,2
808,2025-04-25,4,1
809,2025-01-25,68,0
809,2025-02-24,84,1
809,2025-03-26,50,0
809,2025-04-25,30,0
809,2025-05-25,2,0
809,2025-06-24,14,0
810,2025-02-24,16,0
811,2024-07-29,19,1
812,2024-06-29,4,0
813,2024-01-31,14,0
814,2024-08-28,22,1
814,2024-09-27,44,0
814,2024-10-27,34,0
814,2024-11-26,67,0
814,2024-12-26,71,0
814,2025-01-25,83,0
814,2025-02-24,78,1
814,2025-03-26,26,0
814,2025-04-25,27,0
814,2025-05-25,0,1
814,2025-06-24,10,0
815,2024-03-01,3,1
816,2024-04-30,14,0
817,2024-03-01,75,0
817,2024-03-31,42,1
817,2024-04-30,72,1
817,2024-05-30,10,0
817,2024-06-29,20,0
817,2024-07-29,81,1
817,2024-08-28,71,0
817,2024-09-27,24,0
817,2024-10-27,9,0
817,2024-11-26,6,0
818,2024-01-01,0,0
819,2025-04-25,9,2
820,2024-05-30,15,0
821,2024-11-26,20,0
821,2024-12-26,78,0
821,2025-01-25,47,0
821,2025-02-24,10,0
821,2025-03-26,1,0
822,2024-01-31,5,0
823,2024-07-29,13,0
823,2024-08-28,75,0
823,2024-09-27,90,0
