Fecha,Hotel_ID,Habitaciones_Vendidas,Habitaciones_Disponibles,Ingresos_Habitacion,ADR,Costos_Variables,Canal_Principal,Lead_Time_Promedio,RevPAR,Occupancy_%
2025-01-01,Luxury Resort,92,120,48928.68,531.83,7360,Agencias,43,407.739,0.7666666666666667
2025-01-01,Midscale City,167,250,35773.47,214.21,7515,Directo,2,143.09388,0.668
2025-01-01,Economy Stay,62,100,6876.43,110.91,1550,OTA,4,68.7643,0.62
2025-01-02,Luxury Resort,104,120,75699.28,727.88,8320,Directo,44,630.8273333333333,0.8666666666666667
2025-01-02,Midscale City,174,250,41161.69,236.56,7830,Directo,1,164.64676,0.696
2025-01-02,Economy Stay,78,100,8863.47,113.63,1950,OTA,7,88.6347,0.78
2025-01-03,Luxury Resort,117,120,74314.93,635.17,9360,Directo,6,619.2910833333333,0.975
2025-01-03,Midscale City,213,250,65273.73,306.45,9585,Agencias,13,261.09492,0.852
2025-01-03,Economy Stay,94,100,12198.03,129.77,2350,Directo,4,121.9803,0.94
2025-01-04,Luxury Resort,106,120,78839.72,743.77,8480,OTA,16,656.9976666666666,0.8833333333333333
2025-01-04,Midscale City,250,250,76130.98,304.52,11250,Directo,1,304.52392,1.0
2025-01-04,Economy Stay,95,100,13308.54,140.09,2375,Directo,73,133.08540000000002,0.95
2025-01-05,Luxury Resort,120,120,89810.33,748.42,9600,OTA,3,748.4194166666667,1.0
2025-01-05,Midscale City,244,250,75068.28,307.66,10980,Agencias,2,300.27312,0.976
2025-01-05,Economy Stay,94,100,13039.93,138.72,2350,OTA,8,130.3993,0.94
2025-01-06,Luxury Resort,99,120,73725.78,744.7,7920,Directo,30,614.3815,0.825
2025-01-06,Midscale City,196,250,42561.68,217.15,8820,OTA,8,170.24672,0.784
2025-01-06,Economy Stay,70,100,7765.34,110.93,1750,Directo,84,77.6534,0.7
2025-01-07,Luxury Resort,93,120,53273.39,572.83,7440,Directo,2,443.94491666666664,0.775
2025-01-07,Midscale City,215,250,64955.46,302.12,9675,Corporativo,35,259.82184,0.86
2025-01-07,Economy Stay,64,100,6867.53,107.31,1600,OTA,16,68.6753,0.64
2025-01-08,Luxury Resort,84,120,47742.57,568.36,6720,OTA,13,397.85475,0.7
2025-01-08,Midscale City,158,250,36763.03,232.68,7110,OTA,12,147.05212,0.632
2025-01-08,Economy Stay,64,100,7414.67,115.85,1600,OTA,0,74.1467,0.64
2025-01-09,Luxury Resort,97,120,68964.14,710.97,7760,OTA,4,574.7011666666666,0.8083333333333333
2025-01-09,Midscale City,187,250,46350.61,247.86,8415,OTA,19,185.40244,0.748
2025-01-09,Economy Stay,72,100,7372.32,102.39,1800,OTA,4,73.72319999999999,0.72
2025-01-10,Luxury Resort,120,120,84470.95,703.92,9600,Directo,5,703.9245833333333,1.0
2025-01-10,Midscale City,250,250,67190.19,268.76,11250,Directo,19,268.76076,1.0
2025-01-10,Economy Stay,100,100,14430.79,144.31,2500,OTA,2,144.30790000000002,1.0
2025-01-11,Luxury Resort,101,120,72684.22,719.65,8080,OTA,11,605.7018333333333,0.8416666666666667
2025-01-11,Midscale City,250,250,75767.91,303.07,11250,Directo,3,303.07164,1.0
2025-01-11,Economy Stay,100,100,13464.51,134.65,2500,OTA,33,134.6451,1.0
2025-01-12,Luxury Resort,120,120,83055.14,692.13,9600,Corporativo,20,692.1261666666667,1.0
2025-01-12,Midscale City,250,250,65718.22,262.87,11250,Directo,4,262.87288,1.0
2025-01-12,Economy Stay,91,100,11599.42,127.47,2275,OTA,12,115.9942,0.91
2025-01-13,Luxury Resort,85,120,50872.86,598.5,6800,Directo,1,423.9405,0.7083333333333334
2025-01-13,Midscale City,158,250,37105.67,234.85,7110,Directo,3,148.42267999999999,0.632
2025-01-13,Economy Stay,70,100,8217.46,117.39,1750,OTA,0,82.1746,0.7
2025-01-14,Luxury Resort,93,120,57654.67,619.94,7440,Directo,40,480.4555833333333,0.775
2025-01-14,Midscale City,157,250,39575.43,252.07,7065,OTA,9,158.30172,0.628
2025-01-14,Economy Stay,77,100,8813.22,114.46,1925,Corporativo,40,88.1322,0.77
2025-01-15,Luxury Resort,95,120,53209.96,560.1,7600,Directo,31,443.41633333333334,0.7916666666666666
2025-01-15,Midscale City,163,250,41173.42,252.6,7335,Directo,4,164.69368,0.652
2025-01-15,Economy Stay,62,100,7343.05,118.44,1550,OTA,10,73.4305,0.62
2025-01-16,Luxury Resort,78,120,47984.88,615.19,6240,OTA,21,399.87399999999997,0.65
2025-01-16,Midscale City,176,250,38792.78,220.41,7920,OTA,56,155.17112,0.704
2025-01-16,Economy Stay,85,100,10827.79,127.39,2125,Agencias,22,108.2779,0.85
2025-01-17,Luxury Resort,120,120,92085.09,767.38,9600,Directo,7,767.3757499999999,1.0
2025-01-17,Midscale City,250,250,73419.51,293.68,11250,Directo,12,293.67803999999995,1.0
2025-01-17,Economy Stay,100,100,12761.93,127.62,2500,OTA,8,127.61930000000001,1.0
2025-01-18,Luxury Resort,120,120,79728.52,664.4,9600,Directo,7,664.4043333333334,1.0
2025-01-18,Midscale City,223,250,66167.45,296.72,10035,OTA,35,264.6698,0.892
2025-01-18,Economy Stay,100,100,14312.83,143.13,2500,Directo,28,143.1283,1.0
2025-01-19,Luxury Resort,120,120,82162.24,684.69,9600,Directo,6,684.6853333333333,1.0
2025-01-19,Midscale City,250,250,64710.55,258.84,11250,OTA,4,258.8422,1.0
2025-01-19,Economy Stay,100,100,14255.8,142.56,2500,Agencias,5,142.558,1.0
2025-01-20,Luxury Resort,100,120,73915.7,739.16,8000,OTA,2,615.9641666666666,0.8333333333333334
2025-01-20,Midscale City,215,250,62576.07,291.05,9675,OTA,6,250.30428,0.86
2025-01-20,Economy Stay,77,100,8526.49,110.73,1925,OTA,1,85.2649,0.77
2025-01-21,Luxury Resort,98,120,73768.82,752.74,7840,Corporativo,2,614.7401666666667,0.8166666666666667
2025-01-21,Midscale City,170,250,41071.37,241.6,7650,Agencias,20,164.28548,0.68
2025-01-21,Economy Stay,86,100,10976.92,127.64,2150,Directo,29,109.7692,0.86
2025-01-22,Luxury Resort,94,120,57651.27,613.31,7520,Directo,16,480.42724999999996,0.7833333333333333
2025-01-22,Midscale City,210,250,55062.65,262.2,9450,Agencias,0,220.25060000000002,0.84
2025-01-22,Economy Stay,72,100,8511.48,118.22,1800,Directo,7,85.1148,0.72
2025-01-23,Luxury Resort,99,120,70177.82,708.87,7920,Agencias,3,584.8151666666668,0.825
2025-01-23,Midscale City,183,250,43715.38,238.88,8235,Agencias,9,174.86151999999998,0.732
2025-01-23,Economy Stay,82,100,11328.55,138.15,2050,Agencias,1,113.2855,0.82
2025-01-24,Luxury Resort,120,120,87559.46,729.66,9600,Agencias,6,729.6621666666667,1.0
2025-01-24,Midscale City,250,250,64760.77,259.04,11250,Agencias,7,259.04308,1.0
2025-01-24,Economy Stay,83,100,12021.45,144.84,2075,OTA,17,120.2145,0.83
2025-01-25,Luxury Resort,110,120,73340.34,666.73,8800,Directo,42,611.1695,0.9166666666666666
2025-01-25,Midscale City,250,250,68699.43,274.8,11250,Directo,2,274.79771999999997,1.0
2025-01-25,Economy Stay,100,100,14521.77,145.22,2500,OTA,6,145.2177,1.0
2025-01-26,Luxury Resort,114,120,80356.82,704.88,9120,Agencias,8,669.6401666666667,0.95
2025-01-26,Midscale City,250,250,70308.92,281.24,11250,Corporativo,2,281.23568,1.0
2025-01-26,Economy Stay,91,100,11036.99,121.29,2275,OTA,16,110.3699,0.91
2025-01-27,Luxury Resort,84,120,48375.31,575.9,6720,Directo,23,403.1275833333333,0.7
2025-01-27,Midscale City,206,250,59565.65,289.15,9270,OTA,8,238.2626,0.824
2025-01-27,Economy Stay,66,100,7660.73,116.07,1650,OTA,10,76.6073,0.66
2025-01-28,Luxury Resort,91,120,58513.08,643.0,7280,Corporativo,8,487.60900000000004,0.7583333333333333
2025-01-28,Midscale City,171,250,36450.61,213.16,7695,OTA,3,145.80244,0.684
2025-01-28,Economy Stay,64,100,6365.12,99.46,1600,Agencias,36,63.651199999999996,0.64
2025-01-29,Luxury Resort,96,120,62914.67,655.36,7680,Directo,1,524.2889166666666,0.8
2025-01-29,Midscale City,199,250,50559.57,254.07,8955,Directo,8,202.23828,0.796
2025-01-29,Economy Stay,73,100,7822.62,107.16,1825,OTA,7,78.2262,0.73
2025-01-30,Luxury Resort,95,120,51246.86,539.44,7600,Corporativo,0,427.05716666666666,0.7916666666666666
2025-01-30,Midscale City,163,250,34738.44,213.12,7335,Directo,3,138.95376000000002,0.652
2025-01-30,Economy Stay,69,100,8085.63,117.18,1725,OTA,6,80.8563,0.69
2025-01-31,Luxury Resort,120,120,84389.85,703.25,9600,Agencias,29,703.2487500000001,1.0
2025-01-31,Midscale City,204,250,60468.68,296.42,9180,Corporativo,9,241.87472,0.816
2025-01-31,Economy Stay,100,100,14551.25,145.51,2500,Directo,21,145.5125,1.0
2025-02-01,Luxury Resort,120,120,92531.5,771.1,9600,Directo,29,771.0958333333333,1.0
2025-02-01,Midscale City,250,250,68031.94,272.13,11250,OTA,0,272.12776,1.0
2025-02-01,Economy Stay,90,100,12695.08,141.06,2250,Agencias,6,126.9508,0.9
2025-02-02,Luxury Resort,97,120,65476.73,675.02,7760,Directo,4,545.6394166666666,0.8083333333333333
2025-02-02,Midscale City,210,250,55278.07,263.23,9450,Directo,12,221.11228,0.84
2025-02-02,Economy Stay,98,100,12674.78,129.33,2450,Corporativo,31,126.74780000000001,0.98
2025-02-03,Luxury Resort,87,120,49166.16,565.13,6960,Corporativo,1,409.718,0.725
2025-02-03,Midscale City,150,250,33679.5,224.53,6750,OTA,5,134.718,0.6
2025-02-03,Economy Stay,63,100,7355.75,116.76,1575,OTA,1,73.5575,0.63
2025-02-04,Luxury Resort,74,120,39571.7,534.75,5920,Directo,36,329.76416666666665,0.6166666666666667
2025-02-04,Midscale City,206,250,58361.13,283.31,9270,Corporativo,1,233.44451999999998,0.824
2025-02-04,Economy Stay,65,100,7699.13,118.45,1625,Agencias,2,76.9913,0.65
2025-02-05,Luxury Resort,70,120,41046.48,586.38,5600,Corporativo,22,342.05400000000003,0.5833333333333334
2025-02-05,Midscale City,212,250,63335.03,298.75,9540,Directo,32,253.34011999999998,0.848
2025-02-05,Economy Stay,66,100,6985.19,105.84,1650,OTA,7,69.8519,0.66
2025-02-06,Luxury Resort,89,120,48523.33,545.21,7120,Directo,17,404.36108333333334,0.7416666666666667
2025-02-06,Midscale City,168,250,39338.3,234.16,7560,Agencias,23,157.35320000000002,0.672
2025-02-06,Economy Stay,77,100,7922.73,102.89,1925,Directo,11,79.2273,0.77
2025-02-07,Luxury Resort,115,120,79333.64,689.86,9200,Directo,0,661.1136666666666,0.9583333333333334
2025-02-07,Midscale City,250,250,76569.0,306.28,11250,Directo,6,306.276,1.0
2025-02-07,Economy Stay,88,100,11417.26,129.74,2200,Directo,44,114.1726,0.88
2025-02-08,Luxury Resort,120,120,77647.08,647.06,9600,OTA,59,647.059,1.0
2025-02-08,Midscale City,250,250,67989.98,271.96,11250,Directo,14,271.95992,1.0
2025-02-08,Economy Stay,87,100,12546.92,144.22,2175,Agencias,37,125.4692,0.87
2025-02-09,Luxury Resort,120,120,89433.7,745.28,9600,OTA,1,745.2808333333334,1.0
2025-02-09,Midscale City,234,250,67489.77,288.42,10530,Directo,6,269.95908000000003,0.936
2025-02-09,Economy Stay,100,100,14093.75,140.94,2500,Directo,7,140.9375,1.0
2025-02-10,Luxury Resort,77,120,42679.99,554.29,6160,OTA,5,355.66658333333334,0.6416666666666667
2025-02-10,Midscale City,190,250,46203.54,243.18,8550,Agencias,6,184.81416000000002,0.76
2025-02-10,Economy Stay,64,100,7028.21,109.82,1600,Directo,24,70.2821,0.64
2025-02-11,Luxury Resort,74,120,46611.94,629.89,5920,OTA,6,388.43283333333335,0.6166666666666667
2025-02-11,Midscale City,148,250,35948.34,242.89,6660,Directo,5,143.79335999999998,0.592
2025-02-11,Economy Stay,76,100,7962.65,104.77,1900,Directo,7,79.6265,0.76
2025-02-12,Luxury Resort,75,120,42102.25,561.36,6000,Corporativo,1,350.8520833333333,0.625
2025-02-12,Midscale City,146,250,34053.72,233.24,6570,OTA,1,136.21488,0.584
2025-02-12,Economy Stay,85,100,10508.39,123.63,2125,Directo,50,105.0839,0.85
2025-02-13,Luxury Resort,96,120,68021.13,708.55,7680,OTA,32,566.84275,0.8
2025-02-13,Midscale City,185,250,40653.28,219.75,8325,Corporativo,2,162.61312,0.74
2025-02-13,Economy Stay,68,100,7321.77,107.67,1700,OTA,21,73.21770000000001,0.68
2025-02-14,Luxury Resort,120,120,88248.61,735.41,9600,Agencias,13,735.4050833333333,1.0
2025-02-14,Midscale City,208,250,55568.58,267.16,9360,Directo,9,222.27432000000002,0.832
2025-02-14,Economy Stay,100,100,14371.74,143.72,2500,OTA,8,143.7174,1.0
2025-02-15,Luxury Resort,120,120,83310.87,694.26,9600,OTA,10,694.25725,1.0
2025-02-15,Midscale City,250,250,71168.13,284.67,11250,Agencias,21,284.67252,1.0
2025-02-15,Economy Stay,95,100,12429.95,130.84,2375,OTA,28,124.29950000000001,0.95
2025-02-16,Luxury Resort,120,120,91669.84,763.92,9600,Agencias,14,763.9153333333333,1.0
2025-02-16,Midscale City,250,250,75044.36,300.18,11250,Directo,7,300.17744,1.0
2025-02-16,Economy Stay,97,100,13309.18,137.21,2425,Agencias,8,133.0918,0.97
2025-02-17,Luxury Resort,82,120,49262.74,600.77,6560,Agencias,3,410.5228333333333,0.6833333333333333
2025-02-17,Midscale City,186,250,40947.94,220.15,8370,Agencias,5,163.79176,0.744
2025-02-17,Economy Stay,72,100,7504.15,104.22,1800,Agencias,51,75.0415,0.72
2025-02-18,Luxury Resort,103,120,71251.85,691.77,8240,Agencias,9,593.7654166666667,0.8583333333333333
2025-02-18,Midscale City,184,250,44840.92,243.7,8280,OTA,4,179.36368,0.736
2025-02-18,Economy Stay,62,100,6448.13,104.0,1550,Directo,0,64.4813,0.62
2025-02-19,Luxury Resort,104,120,69245.95,665.83,8320,Agencias,16,577.0495833333333,0.8666666666666667
2025-02-19,Midscale City,186,250,40504.69,217.77,8370,OTA,19,162.01876000000001,0.744
2025-02-19,Economy Stay,79,100,9200.45,116.46,1975,OTA,55,92.00450000000001,0.79
2025-02-20,Luxury Resort,82,120,49394.37,602.37,6560,Agencias,1,411.61975,0.6833333333333333
2025-02-20,Midscale City,154,250,34795.23,225.94,6930,OTA,25,139.18092000000001,0.616
2025-02-20,Economy Stay,70,100,7693.9,109.91,1750,OTA,28,76.939,0.7
2025-02-21,Luxury Resort,120,120,77300.89,644.17,9600,Agencias,22,644.1740833333333,1.0
2025-02-21,Midscale City,221,250,61192.31,276.89,9945,Agencias,2,244.76924,0.884
2025-02-21,Economy Stay,100,100,13618.88,136.19,2500,Directo,3,136.1888,1.0
2025-02-22,Luxury Resort,99,120,67024.81,677.02,7920,Agencias,12,558.5400833333333,0.825
2025-02-22,Midscale City,250,250,69292.96,277.17,11250,Agencias,45,277.17184000000003,1.0
2025-02-22,Economy Stay,100,100,13333.16,133.33,2500,Directo,4,133.3316,1.0
2025-02-23,Luxury Resort,120,120,77859.71,648.83,9600,OTA,5,648.8309166666667,1.0
2025-02-23,Midscale City,250,250,71612.19,286.45,11250,OTA,2,286.44876,1.0
2025-02-23,Economy Stay,100,100,14505.96,145.06,2500,Corporativo,19,145.0596,1.0
2025-02-24,Luxury Resort,96,120,68628.2,714.88,7680,OTA,3,571.9016666666666,0.8
2025-02-24,Midscale City,191,250,45609.95,238.8,8595,OTA,10,182.4398,0.764
2025-02-24,Economy Stay,68,100,7543.02,110.93,1700,Agencias,3,75.4302,0.68
2025-02-25,Luxury Resort,76,120,40769.52,536.44,6080,OTA,8,339.746,0.6333333333333333
2025-02-25,Midscale City,178,250,39792.27,223.55,8010,OTA,12,159.16907999999998,0.712
2025-02-25,Economy Stay,85,100,12223.73,143.81,2125,OTA,10,122.23729999999999,0.85
2025-02-26,Luxury Resort,96,120,61147.63,636.95,7680,OTA,9,509.5635833333333,0.8
2025-02-26,Midscale City,213,250,53972.94,253.39,9585,Agencias,12,215.89176,0.852
2025-02-26,Economy Stay,72,100,7296.29,101.34,1800,OTA,53,72.9629,0.72
2025-02-27,Luxury Resort,91,120,50430.68,554.18,7280,OTA,9,420.2556666666667,0.7583333333333333
2025-02-27,Midscale City,151,250,32550.81,215.57,6795,Directo,27,130.20324,0.604
2025-02-27,Economy Stay,64,100,7078.95,110.61,1600,Directo,21,70.7895,0.64
2025-02-28,Luxury Resort,120,120,77824.46,648.54,9600,Directo,0,648.5371666666667,1.0
2025-02-28,Midscale City,250,250,64836.33,259.35,11250,OTA,0,259.34532,1.0
2025-02-28,Economy Stay,100,100,12629.91,126.3,2500,Directo,8,126.2991,1.0
2025-03-01,Luxury Resort,91,120,41585.65,456.99,7280,OTA,12,346.5470833333333,0.7583333333333333
2025-03-01,Midscale City,180,250,29850.92,165.84,8100,Directo,6,119.40368,0.72
2025-03-01,Economy Stay,86,100,9590.03,111.51,2150,Agencias,52,95.9003,0.86
2025-03-02,Luxury Resort,97,120,54484.27,561.69,7760,OTA,5,454.0355833333333,0.8083333333333333
2025-03-02,Midscale City,191,250,34256.35,179.35,8595,Directo,21,137.0254,0.764
2025-03-02,Economy Stay,72,100,6639.76,92.22,1800,OTA,0,66.3976,0.72
2025-03-03,Luxury Resort,78,120,35874.75,459.93,6240,Directo,11,298.95625,0.65
2025-03-03,Midscale City,131,250,25240.26,192.67,5895,OTA,12,100.96104,0.524
2025-03-03,Economy Stay,47,100,3608.31,76.77,1175,OTA,49,36.0831,0.47
2025-03-04,Luxury Resort,70,120,28852.2,412.17,5600,Corporativo,17,240.435,0.5833333333333334
2025-03-04,Midscale City,144,250,23981.78,166.54,6480,Agencias,13,95.92712,0.576
2025-03-04,Economy Stay,54,100,4938.69,91.46,1350,Agencias,15,49.3869,0.54
2025-03-05,Luxury Resort,70,120,29177.11,416.82,5600,Directo,5,243.14258333333333,0.5833333333333334
2025-03-05,Midscale City,163,250,30868.03,189.37,7335,OTA,16,123.47211999999999,0.652
2025-03-05,Economy Stay,49,100,4378.62,89.36,1225,Directo,9,43.7862,0.49
2025-03-06,Luxury Resort,70,120,28604.1,408.63,5600,OTA,5,238.36749999999998,0.5833333333333334
2025-03-06,Midscale City,120,250,23693.71,197.45,5400,Directo,3,94.77484,0.48
2025-03-06,Economy Stay,49,100,4389.13,89.57,1225,OTA,8,43.8913,0.49
2025-03-07,Luxury Resort,75,120,30607.41,408.1,6000,Agencias,8,255.06175,0.625
2025-03-07,Midscale City,225,250,44582.79,198.15,10125,Corporativo,11,178.33116,0.9
2025-03-07,Economy Stay,74,100,6704.59,90.6,1850,Corporativo,2,67.0459,0.74
2025-03-08,Luxury Resort,103,120,60529.4,587.66,8240,OTA,16,504.4116666666667,0.8583333333333333
2025-03-08,Midscale City,229,250,47243.73,206.3,10305,Agencias,6,188.97492000000003,0.916
2025-03-08,Economy Stay,86,100,9525.35,110.76,2150,Agencias,3,95.2535,0.86
2025-03-09,Luxury Resort,102,120,50274.76,492.89,8160,Directo,7,418.95633333333336,0.85
2025-03-09,Midscale City,180,250,35529.5,197.39,8100,Agencias,15,142.118,0.72
2025-03-09,Economy Stay,93,100,9253.03,99.49,2325,OTA,24,92.53030000000001,0.93
2025-03-10,Luxury Resort,77,120,32436.96,421.26,6160,Directo,44,270.308,0.6416666666666667
2025-03-10,Midscale City,130,250,24598.98,189.22,5850,OTA,7,98.39592,0.52
2025-03-10,Economy Stay,55,100,4901.62,89.12,1375,Directo,3,49.0162,0.55
2025-03-11,Luxury Resort,62,120,27756.64,447.69,4960,OTA,2,231.30533333333332,0.5166666666666667
2025-03-11,Midscale City,134,250,21984.86,164.07,6030,Agencias,13,87.93944,0.536
2025-03-11,Economy Stay,48,100,4159.81,86.66,1200,OTA,16,41.5981,0.48
2025-03-12,Luxury Resort,72,120,31821.54,441.97,5760,Directo,10,265.1795,0.6
2025-03-12,Midscale City,151,250,28057.06,185.81,6795,OTA,0,112.22824,0.604
2025-03-12,Economy Stay,67,100,5604.72,83.65,1675,Corporativo,10,56.047200000000004,0.67
2025-03-13,Luxury Resort,73,120,33389.2,457.39,5840,Agencias,23,278.2433333333333,0.6083333333333333
2025-03-13,Midscale City,138,250,24716.34,179.1,6210,Corporativo,7,98.86536,0.552
2025-03-13,Economy Stay,60,100,4674.89,77.91,1500,OTA,29,46.748900000000006,0.6
2025-03-14,Luxury Resort,77,120,34994.54,454.47,6160,Agencias,8,291.6211666666667,0.6416666666666667
2025-03-14,Midscale City,172,250,32981.47,191.75,7740,Directo,12,131.92588,0.688
2025-03-14,Economy Stay,92,100,9407.68,102.26,2300,OTA,5,94.0768,0.92
2025-03-15,Luxury Resort,107,120,55525.46,518.93,8560,Directo,3,462.71216666666663,0.8916666666666667
2025-03-15,Midscale City,179,250,34024.63,190.08,8055,Directo,9,136.09851999999998,0.716
2025-03-15,Economy Stay,67,100,5504.48,82.16,1675,OTA,42,55.044799999999995,0.67
2025-03-16,Luxury Resort,112,120,60301.35,538.4,8960,Agencias,2,502.51124999999996,0.9333333333333333
2025-03-16,Midscale City,192,250,36009.25,187.55,8640,Directo,61,144.037,0.768
2025-03-16,Economy Stay,65,100,5768.6,88.75,1625,Directo,4,57.68600000000001,0.65
2025-03-17,Luxury Resort,55,120,22383.14,406.97,4400,Directo,22,186.52616666666665,0.4583333333333333
2025-03-17,Midscale City,138,250,25366.1,183.81,6210,Directo,8,101.4644,0.552
2025-03-17,Economy Stay,62,100,4754.08,76.68,1550,Agencias,21,47.5408,0.62
2025-03-18,Luxury Resort,65,120,29457.92,453.2,5200,OTA,9,245.48266666666666,0.5416666666666666
2025-03-18,Midscale City,162,250,31457.42,194.18,7290,OTA,6,125.82968,0.648
2025-03-18,Economy Stay,65,100,6035.57,92.85,1625,OTA,10,60.3557,0.65
2025-03-19,Luxury Resort,61,120,29969.21,491.3,4880,OTA,2,249.74341666666666,0.5083333333333333
2025-03-19,Midscale City,128,250,22021.67,172.04,5760,Corporativo,7,88.08667999999999,0.512
2025-03-19,Economy Stay,46,100,3971.42,86.34,1150,Directo,1,39.7142,0.46
2025-03-20,Luxury Resort,65,120,29311.19,450.94,5200,OTA,4,244.25991666666667,0.5416666666666666
2025-03-20,Midscale City,117,250,20231.16,172.92,5265,Corporativo,50,80.92464,0.468
2025-03-20,Economy Stay,52,100,4482.63,86.2,1300,Directo,36,44.8263,0.52
2025-03-21,Luxury Resort,105,120,61784.51,588.42,8400,Directo,1,514.8709166666666,0.875
2025-03-21,Midscale City,231,250,50270.62,217.62,10395,Directo,0,201.08248,0.924
2025-03-21,Economy Stay,76,100,6709.24,88.28,1900,Corporativo,19,67.0924,0.76
2025-03-22,Luxury Resort,85,120,38542.38,453.44,6800,OTA,11,321.18649999999997,0.7083333333333334
2025-03-22,Midscale City,169,250,33324.85,197.19,7605,OTA,28,133.2994,0.676
2025-03-22,Economy Stay,81,100,7811.33,96.44,2025,OTA,11,78.1133,0.81
2025-03-23,Luxury Resort,94,120,46447.81,494.13,7520,OTA,14,387.0650833333333,0.7833333333333333
2025-03-23,Midscale City,216,250,43581.02,201.76,9720,OTA,7,174.32407999999998,0.864
2025-03-23,Economy Stay,75,100,6734.27,89.79,1875,Agencias,9,67.34270000000001,0.75
2025-03-24,Luxury Resort,69,120,30069.25,435.79,5520,Directo,24,250.57708333333332,0.575
2025-03-24,Midscale City,125,250,22520.26,180.16,5625,Directo,4,90.08103999999999,0.5
2025-03-24,Economy Stay,59,100,5026.13,85.19,1475,Corporativo,8,50.2613,0.59
2025-03-25,Luxury Resort,69,120,33306.91,482.71,5520,OTA,2,277.55758333333335,0.575
2025-03-25,Midscale City,161,250,29461.68,182.99,7245,OTA,18,117.84672,0.644
2025-03-25,Economy Stay,47,100,3961.36,84.28,1175,Agencias,7,39.6136,0.47
2025-03-26,Luxury Resort,60,120,29520.36,492.01,4800,Directo,47,246.00300000000001,0.5
2025-03-26,Midscale City,132,250,25639.68,194.24,5940,OTA,50,102.55872000000001,0.528
2025-03-26,Economy Stay,52,100,4443.07,85.44,1300,Directo,17,44.430699999999995,0.52
2025-03-27,Luxury Resort,73,120,29904.39,409.65,5840,OTA,0,249.20325,0.6083333333333333
2025-03-27,Midscale City,132,250,22883.89,173.36,5940,OTA,10,91.53556,0.528
2025-03-27,Economy Stay,49,100,4006.29,81.76,1225,OTA,55,40.0629,0.49
2025-03-28,Luxury Resort,91,120,41576.9,456.89,7280,Directo,61,346.4741666666667,0.7583333333333333
2025-03-28,Midscale City,209,250,47094.08,225.33,9405,Directo,14,188.37632000000002,0.836
2025-03-28,Economy Stay,83,100,7727.93,93.11,2075,Agencias,13,77.2793,0.83
2025-03-29,Luxury Resort,82,120,39421.17,480.75,6560,Agencias,0,328.50975,0.6833333333333333
2025-03-29,Midscale City,192,250,32607.97,169.83,8640,Corporativo,2,130.43188,0.768
2025-03-29,Economy Stay,64,100,5112.61,79.88,1600,OTA,6,51.126099999999994,0.64
2025-03-30,Luxury Resort,95,120,39549.25,416.31,7600,Directo,5,329.57708333333335,0.7916666666666666
2025-03-30,Midscale City,172,250,30409.81,176.8,7740,Directo,18,121.63924,0.688
2025-03-30,Economy Stay,73,100,6069.63,83.15,1825,Corporativo,56,60.6963,0.73
2025-03-31,Luxury Resort,75,120,32006.2,426.75,6000,OTA,1,266.71833333333336,0.625
2025-03-31,Midscale City,127,250,22887.09,180.21,5715,Agencias,22,91.54836,0.508
2025-03-31,Economy Stay,64,100,5287.33,82.61,1600,OTA,17,52.8733,0.64
2025-04-01,Luxury Resort,55,120,25747.75,468.14,4400,OTA,0,214.56458333333333,0.4583333333333333
2025-04-01,Midscale City,131,250,24491.97,186.96,5895,OTA,21,97.96788000000001,0.524
2025-04-01,Economy Stay,63,100,5134.28,81.5,1575,Agencias,8,51.3428,0.63
2025-04-02,Luxury Resort,72,120,35558.15,493.86,5760,OTA,3,296.3179166666667,0.6
2025-04-02,Midscale City,146,250,28461.76,194.94,6570,Agencias,2,113.84703999999999,0.584
2025-04-02,Economy Stay,57,100,4626.65,81.17,1425,OTA,9,46.26649999999999,0.57
2025-04-03,Luxury Resort,69,120,33465.69,485.01,5520,OTA,12,278.88075000000003,0.575
2025-04-03,Midscale City,141,250,23101.72,163.84,6345,OTA,3,92.40688,0.564
2025-04-03,Economy Stay,51,100,4059.09,79.59,1275,OTA,10,40.590900000000005,0.51
2025-04-04,Luxury Resort,84,120,37527.73,446.76,6720,Corporativo,2,312.73108333333334,0.7
2025-04-04,Midscale City,224,250,50393.1,224.97,10080,Agencias,1,201.5724,0.896
2025-04-04,Economy Stay,87,100,9349.23,107.46,2175,OTA,1,93.4923,0.87
2025-04-05,Luxury Resort,106,120,58125.54,548.35,8480,OTA,15,484.3795,0.8833333333333333
2025-04-05,Midscale City,197,250,32157.8,163.24,8865,Directo,15,128.6312,0.788
2025-04-05,Economy Stay,76,100,6192.11,81.48,1900,Directo,11,61.921099999999996,0.76
2025-04-06,Luxury Resort,100,120,57186.12,571.86,8000,Directo,2,476.55100000000004,0.8333333333333334
2025-04-06,Midscale City,167,250,32327.29,193.58,7515,OTA,11,129.30916,0.668
2025-04-06,Economy Stay,65,100,5690.26,87.54,1625,Agencias,30,56.9026,0.65
2025-04-07,Luxury Resort,70,120,28824.26,411.78,5600,Directo,1,240.20216666666664,0.5833333333333334
2025-04-07,Midscale City,126,250,21027.36,166.88,5670,OTA,4,84.10944,0.504
2025-04-07,Economy Stay,66,100,5733.84,86.88,1650,Agencias,27,57.3384,0.66
2025-04-08,Luxury Resort,57,120,26860.27,471.23,4560,OTA,4,223.83558333333335,0.475
